id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,name,postalCode,province,sourceURLs,websites,features,state,feature_dict,price range
AV9J270uIxWefVJwrU9F,2017-10-23T15:25:07Z,2019-05-16T08:38:50Z,8822 34th Ave NE,"Hot dog restaurants,Seafood restaurants,Taverns,American restaurants,Hamburger restaurants,Fast Food Restaurants,Restaurants,American Restaurants,Seafood Restaurants,Bars Pubs,Bar and grill restaurants,Hamburgers and Hot Dogs,Bars,Sandwich Shops",Accommodation & Food Services,Marysville,US,us/wa/marysville/882234thavene/999205589,48.07757,-122.18825,Bob's Burger Brew,98271,WA,"https://www.yellowpages.com/tulalip-wa/mip/bobs-burger-brew-527548978,http://www.yellowbook.com/profile/bobs-burger-and-brew_1894951137.html",http://www.bobsburgersandbrew.com,"{'open-hours': 'Regular HoursMon - Thu:7:30 am - 9:00 pmFri - Sat:7:30 am - 10:00 pmSun:9:00 am - 9:00 pm', 'extra-phones': 'Phone:(360) 716-3605', 'payment': 'amex, master card, visa, all major credit cards', 'aka': ""Tulalip Bob's Burgers & Brew"", 'weblinks': 'http://bobsburgersandbrew.com', 'categories': 'Hamburgers & Hot Dogs, American Restaurants, Restaurants ', 'Cuisines': 'Burgers, American, Hot Dogs'}",Washington,"{'open-hours': 'regular hoursmon - thu:7:30 am - 9:00 pmfri - sat:7:30 am - 10:00 pmsun:9:00 am - 9:00 pm', 'extra-phones': 'phone:(360) 716-3605', 'payment': 'amex, master card, visa, all major credit cards', 'aka': ""tulalip bob's burgers & brew"", 'weblinks': 'http://bobsburgersandbrew.com', 'categories': 'hamburgers & hot dogs, american restaurants, restaurants', 'cuisines': 'burgers, american, hot dogs'}",average
AWdksqn8IxWefVJw9wi0,2018-11-30T12:32:16Z,2019-05-16T08:38:37Z,1611 SE Everett Mall Way,"Carry-out food,Hot dog restaurants,Takeout,Seafood restaurants,American Restaurant,American restaurants,Hamburger restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Take Out Restaurants,Restaurants,Buffet Restaurants,Burger Joint,American Restaurants,Seafood Restaurants,Bar and Grills,Bar and grill restaurants,Hamburgers and Hot Dogs,Bars,Sandwich Shops",Accommodation & Food Services,Everett,US,us/wa/everett/1611seeverettmallway/925837442,47.91309,-122.21282,Bob's Burgers Brew,98208,WA,"https://www.dexknows.com/business_profiles/bob_s_burgers_and_brew-l901012418,https://foursquare.com/v/bobs-burgers--brew/4cc9c9d3d063a143194b10b4,http://www.yellowbook.com/profile/bobs-burgers-and-brew_1854831508.html,https://www.yellowpages.com/everett-wa/mip/bobs-burgers-brew-462237863","http://www.bobsburgersandbrew.com,http://bobsburgersandbrew.com/","{'open-hours': 'Regular HoursMon - Thu:7:30 am - 9:00 amFri - Sat:7:30 am - 10:00 amSun:9:00 am - 9:00 am', 'payment': 'discover', 'neighborhoods': 'Cascade View', 'aka': ""Bob's Burgers & Brew- EverettBob's Burgers and Brew - Everett"", 'weblinks': 'http://www.bobsburgersandbrew.com', 'categories': 'American Restaurants, Bars, Breakfast, Brunch & Lunch Restaurants, Buffet Restaurants, Fast Food Restaurants, Hamburgers & Hot Dogs, Night Clubs, Restaurants, Sandwich Shops, Seafood Restaurants, Take Out Restaurants, Taverns ', 'Parking': 'Lot, Private', 'Wi-Fi': 'Free', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Drive Through': 'No', 'Wheelchair Accessible': 'Yes', 'Cuisines': 'Buffets, Burgers, American, Sandwiches, Take Out, Hot Dogs, Fast Food, Breakfast, Brunch & Lunch, Seafood', 'Alcohol': 'Full Bar', 'Takes Reservations': 'Yes', 'Outdoor Seating': 'Yes', 'Pets Allowed': 'No'}",Washington,"{'open-hours': 'regular hoursmon - thu:7:30 am - 9:00 amfri - sat:7:30 am - 10:00 amsun:9:00 am - 9:00 am', 'payment': 'discover', 'neighborhoods': 'cascade view', 'aka': ""bob's burgers & brew- everettbob's burgers and brew - everett"", 'weblinks': 'http://www.bobsburgersandbrew.com', 'categories': 'american restaurants, bars, breakfast, brunch & lunch restaurants, buffet restaurants, fast food restaurants, hamburgers & hot dogs, night clubs, restaurants, sandwich shops, seafood restaurants, take out restaurants, taverns', 'parking': 'lot, private', 'wi-fi': 'free', 'bike parking': 'yes', 'attire': 'casual', 'drive through': 'no', 'wheelchair accessible': 'yes', 'cuisines': 'buffets, burgers, american, sandwiches, take out, hot dogs, fast food, breakfast, brunch & lunch, seafood', 'alcohol': 'full bar', 'takes reservations': 'yes', 'outdoor seating': 'yes', 'pets allowed': 'no'}",average
AVweFXW_IN2L1WUf11kW,2016-04-03T12:10:26Z,2019-05-16T08:37:27Z,2702 Broadway,"Restaurant,Carry-out food,Caterers,Seafood restaurants,Barbecued poultry,American restaurants,Fast Food Restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants",Accommodation & Food Services,Everett,US,us/wa/everett/2702broadway/1516016543,47.98133,-122.2017,Long John Silver's,98201,WA,"http://www.yellowpages.com/everett-wa/mip/long-john-silvers-468844609,https://www.yellowpages.com/everett-wa/mip/long-john-silvers-468844609,http://www.citysearch.com/profile/736468600/everett_wa/long_john_silver_s.html,http://www.yellowbook.com/profile/long-john-silvers_1869509047.html,https://www.yellowbook.com/profile/long-john-silvers_1869509047.html","http://www.ljsilvers.com/,http://www.ljsilvers.com","{'open-hours': 'Do you know the hours for this business?', 'payment': 'all major credit cards', 'neighborhoods': 'Bayside, Riverside', 'weblinks': 'http://ljsilvers.com', 'categories': 'Fast Food Restaurants, Restaurants ', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Cuisines': 'Fast Food', 'Takes Reservations': 'No', 'Outdoor Seating': 'No'}",Washington,"{'open-hours': 'do you know the hours for this business?', 'payment': 'all major credit cards', 'neighborhoods': 'bayside, riverside', 'weblinks': 'http://ljsilvers.com', 'categories': 'fast food restaurants, restaurants', 'bike parking': 'yes', 'attire': 'casual', 'cuisines': 'fast food', 'takes reservations': 'no', 'outdoor seating': 'no'}",average
AWfFRIJWIxWefVJwAlX3,2018-12-19T06:32:33Z,2019-05-16T08:37:21Z,3802 116th St NE,"Carry-out food,American Restaurants,Hot Dog Stands and Restaurants,Insurance,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Marysville,US,us/wa/marysville/3802116thstne/1780593795,48.0999,-122.17955,Sonic Drive-In,98271,WA,"https://www.yellowpages.com/marysville-wa/mip/sonic-drive-in-544234067,http://www.yellowbook.com/profile/sonic-drive-in_1903528884.html",https://locations.sonicdrivein.com/wa/marysville/3802-116th-street-ne.html,"{'open-hours': 'Regular HoursMon - Sun:8:00 am - 12:00 am', 'extra-phones': 'TollFree:(866) 657-6642', 'payment': 'check, cash, debit, discover, master card, visa, amex, android pay, apple pay, company card', 'neighborhoods': 'Barkly Manor, Marshall', 'weblinks': 'https://locations.sonicdrivein.com/wa/marysville/3802-116th-street-ne.html', 'categories': 'Fast Food Restaurants, American Restaurants, Hamburgers & Hot Dogs, Hot Dog Stands & Restaurants, Restaurants, Take Out Restaurants '}",Washington,"{'open-hours': 'regular hoursmon - sun:8:00 am - 12:00 am', 'extra-phones': 'tollfree:(866) 657-6642', 'payment': 'check, cash, debit, discover, master card, visa, amex, android pay, apple pay, company card', 'neighborhoods': 'barkly manor, marshall', 'weblinks': 'https://locations.sonicdrivein.com/wa/marysville/3802-116th-street-ne.html', 'categories': 'fast food restaurants, american restaurants, hamburgers & hot dogs, hot dog stands & restaurants, restaurants, take out restaurants'}",average
AWq_yecYsVYjT2BJ__W_,2019-05-16T08:37:21Z,2019-05-16T08:37:21Z,9720 State Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Marysville,US,us/wa/marysville/9720stateavenue/-1161002137,48.08386,-122.17344,McDonald's,98270,WA,https://www.yellowpages.com/marysville-wa/mip/mcdonalds-6520991,https://www.mcdonalds.com/us/en-us/location/WA/MARYSVILLE/9720-STATE-AVE/10556.html?cid=RF:YXT:RoN::Clicks,"{'open-hours': 'Regular HoursMon:5:00 am - 4:00 amTue - Sun:Open 24 Hours', 'payment': 'visa, amex, discover, master card, cash', 'neighborhoods': 'Kellogg Marsh', 'weblinks': 'http://www.mcdonalds.com/https://www.mcdonalds.com/us/en-us/full-menu.htmlhttps://mcdonalds.smart.link/mjuu1ggdi', 'categories': 'Fast Food Restaurants, Hamburgers & Hot Dogs, Restaurants, Take Out Restaurants ', 'Good For Family': 'Yes', 'Good For Groups': 'Yes', 'Cuisines': 'Yogurt, Burgers, American, Sandwiches, Fast Food, Hot Dogs, Healthy, Diner, Ice Cream, Cafe, Omelets', 'Wi-Fi': 'Free', 'Bike Parking': 'Yes', 'Drive Through': 'Yes', 'Attire': 'Casual', 'Good for Kids': 'Yes', 'Takes Reservations': 'No', 'Outdoor Seating': 'No'}",Washington,"{'open-hours': 'regular hoursmon:5:00 am - 4:00 amtue - sun:open 24 hours', 'payment': 'visa, amex, discover, master card, cash', 'neighborhoods': 'kellogg marsh', 'weblinks': 'http://www.mcdonalds.com/https://www.mcdonalds.com/us/en-us/full-menu.htmlhttps://mcdonalds.smart.link/mjuu1ggdi', 'categories': 'fast food restaurants, hamburgers & hot dogs, restaurants, take out restaurants', 'good for family': 'yes', 'good for groups': 'yes', 'cuisines': 'yogurt, burgers, american, sandwiches, fast food, hot dogs, healthy, diner, ice cream, cafe, omelets', 'wi-fi': 'free', 'bike parking': 'yes', 'drive through': 'yes', 'attire': 'casual', 'good for kids': 'yes', 'takes reservations': 'no', 'outdoor seating': 'no'}",average
AV1dq6lya4HuVbed6YP-,2017-07-20T01:45:17Z,2019-05-16T08:26:56Z,2560 152nd Ave NE Ste C,"Carry-out food,Caterers,Restaurant delivery service,Steak and chop restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Barbecued poultry,Pizza Place,Barbecue,Spare rib restaurants,Chicken restaurants",Accommodation & Food Services,Redmond,US,us/wa/redmond/2560152ndavenestec/-66712705,47.63356,-122.13763,Pizza Hut,98052,WA,"https://www.yellowpages.com/redmond-wa/mip/pizza-hut-473074706,http://www.yellowbook.com/profile/pizza-hut_1844035198.html","http://www.pizzahut.com,https://locations.pizzahut.com/wa/redmond/2560-152nd-ave-ne","{'open-hours': 'Regular HoursMon - Thu:11:00 am - 11:00 pmFri:11:00 am - 12:00 amSat:10:00 am - 12:00 amSun:10:00 am - 11:00 pm', 'extra-phones': 'Phone:(425) 861-1775Fax:(425) 861-1775', 'payment': 'all major credit cards, amex, debit, discover, master card, visa, cash, diners club', 'neighborhoods': 'Overlake', 'weblinks': 'http://www.pizzahut.com', 'categories': 'Pizza, Family Style Restaurants, Restaurants, Take Out Restaurants ', 'Wi-Fi': 'No', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Cuisines': 'Family Style, Take Out, Pizza', 'Takes Reservations': 'No', 'Outdoor Seating': 'No', 'Price Range ': 'Below Average'}",Washington,"{'open-hours': 'regular hoursmon - thu:11:00 am - 11:00 pmfri:11:00 am - 12:00 amsat:10:00 am - 12:00 amsun:10:00 am - 11:00 pm', 'extra-phones': 'phone:(425) 861-1775fax:(425) 861-1775', 'payment': 'all major credit cards, amex, debit, discover, master card, visa, cash, diners club', 'neighborhoods': 'overlake', 'weblinks': 'http://www.pizzahut.com', 'categories': 'pizza, family style restaurants, restaurants, take out restaurants', 'wi-fi': 'no', 'bike parking': 'yes', 'attire': 'casual', 'cuisines': 'family style, take out, pizza', 'takes reservations': 'no', 'outdoor seating': 'no', 'price range': 'below average'}",below average
AWlUsKzGIxWefVJwKxhf,2019-03-06T19:14:55Z,2019-05-16T08:08:57Z,614 S 1st Street,"Gluten-free,Caterers,Delicatessens,American,Organic,Bakery,Ovo,Health Food Restaurants,Vegan-friendly,Non-veg,Restaurants,Pizza,American Restaurants,Take-out,Vegan Restaurants,Lacto,Fast food,Bakeries,International,Sandwich Shops",Accommodation & Food Services,Mount Vernon,US,us/wa/mountvernon/614s1ststreet/1684120122,48.41838,-122.33834,Shambala Bakery and Bistro,98273,WA,"https://www.yellowpages.com/mount-vernon-wa/mip/shambala-bakery-and-bistro-528148896,https://www.happycow.net/reviews/shambala-bakery-and-bistro-mount-vernon-49034","http://www.shambalabakery.com,http://www.shambalabakery.com/",{},Washington,{},average
AWD9ZtQ6RxPSIh2RqmF7,2018-01-16T05:07:09Z,2019-05-16T08:06:30Z,8225 Steilacoom Blvd SW,"Pizza,Restaurant,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Lakewood,US,us/wa/lakewood/8225steilacoomblvdsw/-1055723171,47.17998,-122.54724,Domino's Pizza,98498,WA,"https://www.yellowpages.com/lakewood-wa/mip/dominos-pizza-542387685,https://foursquare.com/v/dominos-pizza/5a2643a7f193c026ba58f046","https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps","{'open-hours': 'Regular HoursMon - Thu:10:00 am - 12:00 amFri - Sat:10:00 am - 1:00 amSun:10:00 am - 12:00 am', 'neighborhoods': 'North Lakewood', 'weblinks': 'http://www.dominos.comhttps://www.dominos.com/en/pages/order/menu?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmapsmenuclick#!/menu/category/viewAll/https://www.dominos.com/en/restaurants?type=Carryout&utm_campaign=LocalMapsOrderCarryout&utm_source=LocalListings&utm_medium=loclist', 'categories': 'Pizza, Fast Food Restaurants, Restaurants, Take Out Restaurants '}",Washington,"{'open-hours': 'regular hoursmon - thu:10:00 am - 12:00 amfri - sat:10:00 am - 1:00 amsun:10:00 am - 12:00 am', 'neighborhoods': 'north lakewood', 'weblinks': 'http://www.dominos.comhttps://www.dominos.com/en/pages/order/menu?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmapsmenuclick#!/menu/category/viewall/https://www.dominos.com/en/restaurants?type=carryout&utm_campaign=localmapsordercarryout&utm_source=locallistings&utm_medium=loclist', 'categories': 'pizza, fast food restaurants, restaurants, take out restaurants'}",average
AV12aGwOIxWefVJwhbZg,2017-07-24T21:02:21Z,2019-05-16T08:06:20Z,7714 Custer Rd W,"Ice Cream and Frozen Desserts,American Restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Lakewood,US,us/wa/lakewood/7714custerrdw/462210106,47.18713,-122.51732,Best Burgers,98499,WA,"https://www.ubereats.com/en-US/tacoma/food-delivery/best-burgers/M5Fn6UhORvaSCDI-rbAyww/,https://www.yellowpages.com/lakewood-wa/mip/best-burgers-3520672",http://www.bestburgerslakewood.com,"{'open-hours': 'Regular HoursMon - Sun:3:00 pm - 9:00 pm', 'bbb-rating': 'A+BBB Rating and Accreditation information may be delayed up to a week.BBB Accredited businesses follow the BBB Standards for Trust and pay a fee for accreditation review and monitoring. Accreditation is not a BBB endorsement or evaluation of the business product quality or competency in performing services.BBB Rating and Accreditation information may be delayed up to a week.', 'payment': 'visa, discover, amex, mastercard', 'location-description': 'Located minutes from Fort Lewis in the City of Lakewood/Tillicum 15029 W Thorne Ln Lakewood WA  98498', 'neighborhoods': 'North Lakewood', 'weblinks': 'http://www.bestburgerslakewood.comhttps://bestburgerslakewood.com/index.php', 'categories': 'Fast Food Restaurants, American Restaurants, Hamburgers & Hot Dogs, Restaurants, Take Out Restaurants ', 'Parking': 'Lot, Private', 'Wi-Fi': 'No', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Drive Through': 'Yes', 'Good For Groups': 'Yes', 'Good for Kids': 'Yes', 'Wheelchair Accessible': 'Yes', 'Take Out': 'Yes', 'Cuisines': 'Burgers, American, Take Out, Hot Dogs, Fast Food', 'Alcohol': 'No', 'Takes Reservations': 'No', 'Outdoor Seating': 'Yes', 'Price Range ': 'Below Average'}",Washington,"{'open-hours': 'regular hoursmon - sun:3:00 pm - 9:00 pm', 'bbb-rating': 'a+bbb rating and accreditation information may be delayed up to a week.bbb accredited businesses follow the bbb standards for trust and pay a fee for accreditation review and monitoring. accreditation is not a bbb endorsement or evaluation of the business product quality or competency in performing services.bbb rating and accreditation information may be delayed up to a week.', 'payment': 'visa, discover, amex, mastercard', 'location-description': 'located minutes from fort lewis in the city of lakewood/tillicum 15029 w thorne ln lakewood wa  98498', 'neighborhoods': 'north lakewood', 'weblinks': 'http://www.bestburgerslakewood.comhttps://bestburgerslakewood.com/index.php', 'categories': 'fast food restaurants, american restaurants, hamburgers & hot dogs, restaurants, take out restaurants', 'parking': 'lot, private', 'wi-fi': 'no', 'bike parking': 'yes', 'attire': 'casual', 'drive through': 'yes', 'good for groups': 'yes', 'good for kids': 'yes', 'wheelchair accessible': 'yes', 'take out': 'yes', 'cuisines': 'burgers, american, take out, hot dogs, fast food', 'alcohol': 'no', 'takes reservations': 'no', 'outdoor seating': 'yes', 'price range': 'below average'}",below average
AWo6GrkvcuP9ADUB6ahI,2019-04-20T09:18:56Z,2019-05-16T08:03:52Z,930 N Stratford Road,"American Restaurants,Hot Dog Stands and Restaurants,Burgers,Fast Food Restaurants,Health Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Vegetarian Restaurants,Restaurants",Accommodation & Food Services,Moses Lake,US,us/wa/moseslake/930nstratfordroad/-1932264752,47.14124,-119.27919,Rock Top Burgers Brew,98837,WA,"https://www.yellowpages.com/moses-lake-wa/mip/rock-top-burgers-brew-480794387,https://www.opentable.com/r/rock-top-burgers-and-brew-moses-lake",http://www.rocktopburgersandbrew.com,"{'open-hours': 'Regular HoursMon - Thu:10:30 am - 10:00 pmFri - Sat:10:30 am - 11:00 pmSun:10:30 am - 10:00 pm', 'payment': 'all major credit cards, visa, discover, master card', 'weblinks': 'http://www.rocktopburgersandbrew.com', 'categories': 'American Restaurants, Bars, Fast Food Restaurants, Hamburgers & Hot Dogs, Hot Dog Stands & Restaurants, Night Clubs, Restaurants, Take Out Restaurants, Taverns, Vegetarian Restaurants ', 'Parking': 'Lot, Private', 'Wi-Fi': 'Free', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Drive Through': 'No', 'Good For Groups': 'Yes', 'Good for Kids': 'Yes', 'Wheelchair Accessible': 'Yes', 'Take Out': 'Yes', 'Cuisines': 'Burgers, American, Take Out, Hot Dogs, Fast Food, Healthy, Vegetarian', 'Alcohol': 'Full Bar', 'Takes Reservations': 'No', 'Outdoor Seating': 'Yes', 'Price Range ': 'Average', 'Pets Allowed': 'No'}",Washington,"{'open-hours': 'regular hoursmon - thu:10:30 am - 10:00 pmfri - sat:10:30 am - 11:00 pmsun:10:30 am - 10:00 pm', 'payment': 'all major credit cards, visa, discover, master card', 'weblinks': 'http://www.rocktopburgersandbrew.com', 'categories': 'american restaurants, bars, fast food restaurants, hamburgers & hot dogs, hot dog stands & restaurants, night clubs, restaurants, take out restaurants, taverns, vegetarian restaurants', 'parking': 'lot, private', 'wi-fi': 'free', 'bike parking': 'yes', 'attire': 'casual', 'drive through': 'no', 'good for groups': 'yes', 'good for kids': 'yes', 'wheelchair accessible': 'yes', 'take out': 'yes', 'cuisines': 'burgers, american, take out, hot dogs, fast food, healthy, vegetarian', 'alcohol': 'full bar', 'takes reservations': 'no', 'outdoor seating': 'yes', 'price range': 'average', 'pets allowed': 'no'}",average
AVwdKTnkkufWRAb527I5,2015-09-13T04:25:05Z,2019-05-16T08:02:58Z,115 W University Way,"Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,American restaurants,Fast Food Restaurants,Fast Food,Restaurants,Restaurant,Burger Joint,Fast Food Restaurant,Chicken,Hamburgers and Hot Dogs,Hamburgers",Accommodation & Food Services,Ellensburg,US,us/wa/ellensburg/115wuniversityway/-230519289,46.99974,-120.54836,Jack in the Box,98926,WA,"http://www.yellowbook.com/profile/jack-in-the-box_1862538780.html,http://www.citysearch.com/profile/10923094/ellensburg_wa/jack_in_the_box.html,https://www.yellowpages.com/ellensburg-wa/mip/jack-in-the-box-7243607,https://foursquare.com/v/jack-in-the-box/4bcbf2fb0687ef3b389ddecc",https://locations.jackinthebox.com/us/wa/ellensburg/115-w-university-way,"{'open-hours': 'Regular HoursMon - Sun:Open 24 Hours', 'extra-phones': 'Phone:(509) 320-4395Fax:(509) 933-2833', 'payment': 'visa, all major credit cards, master card, amex, discover', 'weblinks': 'http://www.jackinthebox.comhttps://www.jackinthebox.comhttps://locations.jackinthebox.com/us/wa/ellensburg/115-w-university-wayhttp://www.jackinthebox.com/locations/WA/Ellensburg/98926/8484?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=8484', 'categories': 'Fast Food Restaurants, Hamburgers & Hot Dogs, Restaurants ', 'Drive Through': 'Yes', 'Good For Family': 'Yes', 'Good For Groups': 'No', 'Good for Kids': 'No', 'Attire': 'Casual', 'Take Out': 'Yes', 'Cuisines': 'Burgers, American, Hot Dogs, Fast Food', 'Takes Reservations': 'No', 'Outdoor Seating': 'Yes', 'Price Range ': 'Average'}",Washington,"{'open-hours': 'regular hoursmon - sun:open 24 hours', 'extra-phones': 'phone:(509) 320-4395fax:(509) 933-2833', 'payment': 'visa, all major credit cards, master card, amex, discover', 'weblinks': 'http://www.jackinthebox.comhttps://www.jackinthebox.comhttps://locations.jackinthebox.com/us/wa/ellensburg/115-w-university-wayhttp://www.jackinthebox.com/locations/wa/ellensburg/98926/8484?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=8484', 'categories': 'fast food restaurants, hamburgers & hot dogs, restaurants', 'drive through': 'yes', 'good for family': 'yes', 'good for groups': 'no', 'good for kids': 'no', 'attire': 'casual', 'take out': 'yes', 'cuisines': 'burgers, american, hot dogs, fast food', 'takes reservations': 'no', 'outdoor seating': 'yes', 'price range': 'average'}",average
AV1XW3d_3D1zeR_xFKXm,2017-07-18T20:19:58Z,2019-05-16T08:02:52Z,409 S Main St Ste 2,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Sandwiches,Catering,Sandwich Shops",Accommodation & Food Services,Ellensburg,US,us/wa/ellensburg/409smainstste2/659024989,46.989147,-120.54832,Quiznos,98926,WA,"https://www.yellowpages.com/ellensburg-wa/mip/quiznos-475251921,http://www.citysearch.com/profile/660126990/ellensburg_wa/quiznos.html,http://www.yellowbook.com/profile/quiznos_1632414438.html",http://www.quiznos.com,"{'open-hours': 'Regular HoursMon - Sat:10:00 am - 9:00 pmSun:11:00 am - 8:00 pm', 'payment': 'visa, discover, amex, master card, all major credit cards', 'weblinks': 'http://restaurants.quiznos.com/wa/ellensburg/ellensburg-98926http://www.quiznos.com', 'categories': 'Fast Food Restaurants, American Restaurants, Caterers, Restaurants, Sandwich Shops, Take Out Restaurants ', 'Attire': 'Casual', 'Cuisines': 'Caterers, American, Sandwiches, Take Out, Fast Food', 'Takes Reservations': 'No', 'Outdoor Seating': 'Yes', 'Price Range ': 'Average', 'Drive Through': 'No'}",Washington,"{'open-hours': 'regular hoursmon - sat:10:00 am - 9:00 pmsun:11:00 am - 8:00 pm', 'payment': 'visa, discover, amex, master card, all major credit cards', 'weblinks': 'http://restaurants.quiznos.com/wa/ellensburg/ellensburg-98926http://www.quiznos.com', 'categories': 'fast food restaurants, american restaurants, caterers, restaurants, sandwich shops, take out restaurants', 'attire': 'casual', 'cuisines': 'caterers, american, sandwiches, take out, fast food', 'takes reservations': 'no', 'outdoor seating': 'yes', 'price range': 'average', 'drive through': 'no'}",average
AWq_qkR9Z4Yw-wtdfoFE,2019-05-16T08:02:47Z,2019-05-16T08:02:47Z,710 N Anderson Street,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Ellensburg,US,us/wa/ellensburg/710nandersonstreet/-1055723171,46.99946,-120.54194,Domino's Pizza,98926,WA,https://www.yellowpages.com/ellensburg-wa/mip/dominos-pizza-2507558,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,"{'open-hours': 'Regular HoursMon - Sun:10:30 am - 1:00 am', 'payment': 'amex, discover, all major credit cards, diners club, jcb, cash, master card, visa', 'weblinks': 'http://www.dominos.comhttps://www.dominos.com/en/pages/order/menu?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmapsmenuclick#!/menu/category/viewAll/https://www.dominos.com/en/restaurants?type=Carryout&utm_campaign=LocalMapsOrderCarryout&utm_source=LocalListings&utm_medium=loclist', 'categories': 'Pizza, Fast Food Restaurants, Restaurants, Take Out Restaurants ', 'Cuisines': 'Pizza'}",Washington,"{'open-hours': 'regular hoursmon - sun:10:30 am - 1:00 am', 'payment': 'amex, discover, all major credit cards, diners club, jcb, cash, master card, visa', 'weblinks': 'http://www.dominos.comhttps://www.dominos.com/en/pages/order/menu?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmapsmenuclick#!/menu/category/viewall/https://www.dominos.com/en/restaurants?type=carryout&utm_campaign=localmapsordercarryout&utm_source=locallistings&utm_medium=loclist', 'categories': 'pizza, fast food restaurants, restaurants, take out restaurants', 'cuisines': 'pizza'}",average
